Player_ID,Player_Name,Team,Match_ID,Runs_Scored,Balls_Faced,Fours,Sixes,Wickets_Taken,Overs_Bowled,Maiden_Overs,Runs_Conceded,Catches,Runouts,Opposition,Venue,Match_Type,Date
47,Stanley Morales,AUS,217,144,88,3,0,0,7,1,10,4,1,PAK,Karachi,T20,2023-09-05
48,Shannon Peck,ENG,394,146,115,3,3,0,1,0,63,2,2,SA,Mumbai,Test,2024-04-16
49,Tiffany Miles,AUS,53,85,0,18,8,4,1,2,75,2,0,AUS,Lord's,Test,2024-01-01
50,Alexis Pena,IND,480,135,54,15,3,0,1,2,89,3,1,ENG,Mumbai,T20,2024-08-08
51,Darren Nixon,AUS,599,119,69,13,3,4,5,0,44,3,0,SA,Sydney,T20,2024-06-26
52,Audrey Willis,NZ,908,78,9,7,4,0,9,2,83,0,1,PAK,Karachi,Test,2024-06-04
53,Jennifer Clements,PAK,629,36,60,7,2,4,5,1,9,1,0,SA,Lord's,T20,2024-01-20
54,Meagan Hill DVM,ENG,878,147,102,4,2,0,2,1,8,2,0,PAK,Mumbai,Test,2023-09-25
55,Shannon Lambert,PAK,906,128,41,16,7,1,9,0,2,2,0,NZ,Cape Town,ODI,2024-04-05
56,Kevin Cole,AUS,543,9,19,19,4,0,5,0,37,4,2,ENG,Mumbai,T20,2024-04-23
57,Kristen Gonzalez,AUS,248,60,23,16,4,3,8,1,88,4,1,SA,Lord's,ODI,2024-01-29
58,Sara Johnson,SA,703,75,85,5,0,3,6,2,22,0,2,NZ,Lord's,T20,2024-06-03
59,Caitlyn Simpson,IND,278,132,80,5,1,3,9,2,93,0,1,SA,Mumbai,Test,2024-03-31
60,Katrina Swanson,PAK,907,49,60,3,3,0,7,0,22,3,0,IND,Lord's,ODI,2023-12-28
61,Erin Hutchinson,IND,121,4,96,15,1,4,6,2,60,3,0,SA,Karachi,T20,2024-02-18
62,Jason Boyer,AUS,853,23,65,6,5,4,0,1,26,4,0,NZ,Cape Town,T20,2024-07-26
63,Theresa Kelly,NZ,311,2,11,4,2,3,0,0,60,4,2,SA,Cape Town,Test,2024-04-27
64,Susan Miller,SA,595,107,55,10,0,4,8,2,82,2,2,SA,Lord's,ODI,2023-09-29
65,Brittany Johnson,AUS,952,82,0,15,3,3,4,2,84,3,0,PAK,Cape Town,Test,2024-01-19
66,Michael Lopez,IND,227,110,19,11,0,1,5,0,15,2,0,IND,Karachi,ODI,2024-07-08
67,Timothy Harris,NZ,926,22,19,15,2,2,5,2,27,1,1,SA,Karachi,T20,2024-07-26
68,Frederick Moody,PAK,870,41,73,14,3,4,4,2,97,3,2,ENG,Cape Town,Test,2023-10-18
69,Kimberly Atkinson,SA,942,31,80,10,8,4,0,1,28,2,0,IND,Karachi,Test,2024-05-11
70,Danny Scott,PAK,900,116,61,15,7,3,9,1,5,4,1,PAK,Mumbai,T20,2023-11-03
71,Jason Cummings,PAK,978,116,89,15,1,3,0,2,64,3,2,SA,Sydney,Test,2024-03-03
72,Kristine Hernandez,PAK,772,146,103,5,9,3,5,1,54,1,0,ENG,Karachi,ODI,2024-07-15
73,Morgan Salinas,PAK,492,43,6,13,7,4,4,2,84,1,0,SA,Karachi,T20,2023-09-18
74,Richard Brown,AUS,631,69,107,11,6,3,2,1,93,3,2,SA,Cape Town,T20,2024-03-26
75,Mrs. Jennifer Carpenter,ENG,88,128,113,13,7,2,4,2,71,2,1,NZ,Lord's,ODI,2023-12-11
76,Ashley Horton,ENG,720,58,4,11,2,4,2,1,59,4,2,NZ,Karachi,Test,2023-10-10
77,Maurice Jacobs,AUS,916,138,109,8,5,2,2,0,70,2,1,PAK,Cape Town,T20,2024-03-16
78,Daniel Hurst,PAK,294,145,80,1,3,1,4,1,12,4,2,SA,Karachi,ODI,2024-01-16
79,Hannah Scott,PAK,698,0,116,1,2,2,6,2,90,0,2,IND,Karachi,Test,2024-08-16
80,Anna Stone,NZ,708,1,87,16,9,1,4,2,96,3,2,NZ,Mumbai,T20,2024-05-30
81,Suzanne Hughes,AUS,897,145,17,13,4,3,2,1,35,3,2,IND,Karachi,Test,2024-05-17
82,Sean Bell,ENG,604,92,44,17,0,4,9,2,99,3,1,SA,Lord's,Test,2023-09-20
83,Christina Chavez,ENG,276,22,35,12,1,3,6,0,21,2,2,PAK,Lord's,ODI,2023-11-24
84,Miss Meghan Morrison,ENG,562,57,61,15,1,1,7,0,74,1,1,AUS,Karachi,ODI,2023-09-22
85,Maria Mitchell,NZ,630,18,72,2,4,2,1,0,88,1,1,IND,Lord's,ODI,2024-08-22
86,Christopher Thompson,SA,310,56,104,17,3,4,9,1,26,3,1,NZ,Lord's,ODI,2023-11-02
87,Jill Richardson,AUS,159,111,34,7,1,4,0,1,8,1,0,PAK,Cape Town,Test,2024-04-24
88,Robin Mckenzie,NZ,229,140,104,19,4,0,0,2,37,1,0,NZ,Mumbai,T20,2023-12-01
89,Cynthia Briggs,SA,289,103,4,5,6,0,6,0,0,1,2,IND,Sydney,T20,2024-07-30
90,Michael Ramos,ENG,823,75,1,15,3,1,7,1,10,1,2,NZ,Lord's,ODI,2024-01-18
91,Daniel Liu,SA,827,35,28,11,4,4,6,1,54,0,1,IND,Sydney,Test,2024-08-03
92,Amber Brown,IND,467,148,69,6,0,0,9,0,71,3,1,SA,Sydney,T20,2023-12-03
93,Vanessa Kent,ENG,323,66,73,11,8,1,4,1,74,2,2,NZ,Lord's,Test,2024-04-06
94,Chelsea Fleming,NZ,199,45,33,2,1,3,1,0,16,1,0,IND,Mumbai,T20,2024-06-20
95,Mrs. Sarah Walton,PAK,13,90,58,6,8,0,2,0,96,0,1,SA,Mumbai,ODI,2024-05-31
96,Ashley Flores,IND,398,46,55,5,0,4,3,2,36,1,1,IND,Mumbai,ODI,2023-10-13
97,Tabitha Riley,PAK,129,144,27,19,9,0,6,2,73,0,1,SA,Lord's,T20,2024-08-14
98,Miss Ann Taylor,IND,511,129,79,3,1,1,0,0,22,1,2,AUS,Mumbai,T20,2023-10-29
99,Maurice Hansen,SA,405,109,68,18,9,4,2,0,67,0,0,ENG,Mumbai,Test,2023-12-25
100,Judy Fisher,PAK,333,114,8,14,4,1,9,1,79,1,2,ENG,Cape Town,ODI,2024-06-03
101,Laurie Williams,SA,953,52,2,16,7,0,7,1,32,3,1,AUS,Cape Town,ODI,2023-10-10
102,Robert Hansen,AUS,324,12,110,4,6,2,2,2,59,2,2,NZ,Lord's,T20,2024-02-02
103,Andres Weber,SA,189,92,76,16,1,1,8,0,93,3,2,NZ,Mumbai,ODI,2023-08-31
104,Nicholas Wheeler,PAK,4,66,83,14,5,1,1,2,40,3,1,ENG,Sydney,Test,2024-03-29
105,Emily Sanchez,IND,82,118,27,2,5,3,9,0,84,0,0,PAK,Karachi,Test,2023-11-07
106,Kenneth Pratt,IND,104,109,114,5,7,1,8,2,66,0,0,NZ,Lord's,ODI,2024-07-08
107,April Davila,AUS,866,77,29,5,0,2,6,1,17,4,1,ENG,Cape Town,Test,2024-08-25
108,Emily King,IND,234,59,60,17,6,0,2,0,7,0,1,ENG,Sydney,Test,2023-12-18
109,Shane Keller,PAK,164,49,52,16,3,0,6,1,87,1,0,ENG,Sydney,T20,2024-01-06
110,Isaiah Dyer,PAK,731,21,26,10,3,2,6,2,91,2,0,PAK,Cape Town,Test,2024-02-17
111,Michael White,PAK,543,75,16,12,9,1,4,0,55,1,1,ENG,Cape Town,Test,2024-03-18
112,Luke Morris,ENG,322,19,15,9,4,3,1,1,90,4,0,PAK,Cape Town,ODI,2024-08-07
113,Brittany Hall,IND,426,104,67,19,5,0,0,0,42,4,2,PAK,Lord's,Test,2024-01-24
114,Lisa Pena,IND,526,147,81,13,7,3,3,2,88,2,0,ENG,Mumbai,ODI,2024-07-05
115,Amy Blake,NZ,917,128,88,15,5,4,6,1,43,0,1,PAK,Karachi,Test,2024-02-29
116,Benjamin Glenn,NZ,919,19,45,0,9,0,9,1,69,1,2,AUS,Lord's,ODI,2023-12-27
117,Melissa Jimenez,SA,35,83,114,9,8,4,2,2,60,1,2,PAK,Mumbai,Test,2024-07-25
118,Michael Cox,AUS,851,38,115,16,3,4,9,1,84,4,1,PAK,Karachi,Test,2024-04-16
119,Margaret Torres,PAK,446,102,90,8,6,2,0,0,57,3,1,AUS,Cape Town,ODI,2024-08-18
120,Connie Taylor,NZ,219,110,110,19,4,4,7,0,94,3,0,IND,Sydney,T20,2023-10-06
121,Bradley King,AUS,671,13,92,6,8,3,4,2,81,0,0,AUS,Sydney,T20,2023-10-16
122,David Adams,ENG,855,89,105,8,2,0,2,2,38,3,0,ENG,Lord's,ODI,2024-04-15
123,Phillip Gonzales,SA,169,96,99,3,1,4,7,0,77,0,1,PAK,Karachi,Test,2024-07-30
124,Renee Martin,AUS,192,107,18,17,1,3,5,0,65,0,1,IND,Cape Town,Test,2024-02-24
125,Bethany Walters,IND,79,91,53,8,7,2,3,1,78,3,0,ENG,Mumbai,ODI,2024-03-29
126,Amanda Hayes,IND,434,105,91,17,7,2,0,1,33,2,0,NZ,Sydney,T20,2023-11-01
127,Rebecca Young,AUS,213,121,8,2,0,0,6,0,20,3,0,AUS,Karachi,T20,2024-01-27
128,Brian Hernandez,ENG,463,99,74,10,3,4,4,2,19,4,0,NZ,Mumbai,Test,2023-10-25
129,Jillian Huynh,SA,628,40,24,12,0,3,2,0,57,2,0,SA,Lord's,ODI,2024-07-17
130,John Hill,IND,361,148,29,17,8,3,7,0,31,0,2,IND,Karachi,Test,2024-05-16
131,Amanda Lopez,AUS,755,43,30,19,0,3,5,0,84,3,1,PAK,Karachi,ODI,2023-12-04
132,Thomas Torres,ENG,594,50,58,6,1,0,6,2,65,2,0,AUS,Sydney,Test,2024-02-08
133,Brittany Alexander,SA,656,2,78,19,7,2,7,1,38,4,1,PAK,Lord's,T20,2023-09-11
134,Mr. John Dodson,SA,958,104,0,4,3,4,6,2,73,1,2,SA,Lord's,T20,2024-02-08
135,Bryan Kent,ENG,525,42,114,7,0,2,2,0,26,0,1,AUS,Karachi,T20,2023-09-12
136,Mr. Anthony Brown,ENG,258,137,51,11,4,0,2,2,3,4,1,SA,Lord's,T20,2024-05-04
137,Bruce Oconnor,PAK,578,30,93,12,3,4,0,1,28,0,2,SA,Mumbai,T20,2024-05-09
138,Thomas Hayes,AUS,105,83,5,0,0,3,3,2,28,1,2,ENG,Mumbai,Test,2024-07-30
139,Robert Rice,IND,359,13,9,9,6,2,9,1,6,3,0,PAK,Sydney,Test,2024-05-05
140,Andrew Herrera,AUS,1,139,112,6,4,4,4,1,45,4,1,SA,Lord's,ODI,2023-11-11
141,Kevin Williams,NZ,572,108,27,2,6,3,5,0,61,4,2,PAK,Karachi,T20,2024-02-07
142,Sheryl Brown,AUS,276,126,91,16,5,0,2,1,14,3,0,AUS,Mumbai,ODI,2024-05-14
143,Larry Klein,ENG,400,46,68,9,9,4,3,2,63,4,0,NZ,Cape Town,Test,2024-08-10
144,Joseph Schneider,ENG,493,128,109,3,9,3,0,1,89,1,0,SA,Lord's,ODI,2024-02-26
145,Suzanne Smith,PAK,760,8,57,0,5,3,4,1,74,1,1,ENG,Lord's,Test,2023-11-27
146,John Wagner,PAK,982,20,102,5,2,1,9,0,19,3,0,NZ,Cape Town,T20,2023-12-19
147,Amanda Parker,AUS,387,149,0,14,1,2,7,1,54,4,0,SA,Karachi,ODI,2024-05-26
148,Robert Reynolds,AUS,540,127,107,1,8,1,9,0,29,2,2,NZ,Cape Town,Test,2023-10-13
149,Richard Cook,IND,729,85,72,4,6,0,3,1,32,0,1,SA,Cape Town,Test,2024-08-02
150,Willie Rhodes,AUS,618,124,19,5,2,4,3,2,28,3,2,PAK,Karachi,T20,2024-07-21
151,Christopher Bass,PAK,819,31,19,6,8,4,2,2,27,1,0,AUS,Sydney,T20,2023-08-29
152,Julia Park,PAK,115,36,82,9,3,2,9,0,50,4,2,AUS,Lord's,T20,2024-03-05
153,Alex Palmer,SA,363,138,51,13,7,1,9,0,93,0,1,ENG,Sydney,Test,2023-12-03
154,John Allen,AUS,177,42,87,10,2,1,3,1,75,3,0,PAK,Mumbai,ODI,2024-05-05
155,Robert Brown,PAK,583,125,67,15,0,4,2,2,48,2,0,NZ,Karachi,Test,2023-11-07
156,Brandi Floyd,IND,559,131,44,9,7,3,9,2,35,2,1,ENG,Cape Town,Test,2024-01-26
157,Diana Knight,IND,303,108,82,1,8,3,3,2,52,1,0,IND,Sydney,T20,2024-05-31
158,Jonathan Harris,ENG,985,75,89,3,3,2,1,0,41,0,1,SA,Karachi,T20,2023-12-21
159,Megan Trevino,ENG,314,44,111,8,2,2,5,1,47,1,2,PAK,Lord's,T20,2024-05-22
160,Marissa Vang,ENG,111,1,56,19,6,1,7,2,54,1,1,AUS,Lord's,T20,2024-03-15
161,Karen Cook,ENG,213,88,80,10,3,3,1,1,90,0,1,AUS,Karachi,T20,2023-10-14
162,Jordan Ortega,PAK,38,85,34,8,5,2,9,0,62,4,2,PAK,Karachi,ODI,2024-01-29
163,Judy Walker,IND,145,41,66,4,3,2,0,1,26,3,0,ENG,Mumbai,Test,2023-11-13
164,Danielle Mendoza,ENG,715,65,27,8,0,1,4,2,12,3,2,ENG,Lord's,T20,2023-12-10
165,Ashley Williams,AUS,641,84,69,1,9,4,8,2,70,0,2,IND,Sydney,Test,2024-06-18
166,Walter Jacobs,SA,341,147,72,10,2,0,7,0,96,4,0,ENG,Sydney,ODI,2024-03-28
167,Samuel Walker,ENG,691,102,102,15,4,4,0,2,17,2,2,PAK,Karachi,Test,2024-05-17
168,Roy Gray,NZ,184,106,15,13,9,3,2,1,29,3,0,ENG,Mumbai,ODI,2023-10-01
169,Colleen Mccann,IND,350,72,115,15,3,1,2,2,67,3,2,IND,Lord's,T20,2024-05-27
170,Leroy Wilson,SA,737,48,89,3,5,1,2,0,35,0,0,PAK,Sydney,Test,2024-05-21
171,Mary Brooks,NZ,443,111,2,10,9,0,8,0,67,1,2,IND,Lord's,ODI,2024-02-27
172,Maxwell Schneider,PAK,395,67,18,16,9,2,4,1,13,3,1,IND,Karachi,ODI,2023-09-27
173,Edward Melton,AUS,967,84,105,2,9,3,7,0,39,2,2,IND,Lord's,T20,2023-12-22
174,William Cox,PAK,725,53,55,11,2,1,2,0,50,2,1,PAK,Karachi,Test,2024-06-25
175,Rhonda James,SA,416,59,8,0,5,1,0,2,58,3,0,PAK,Cape Town,Test,2024-04-16
176,Maria Pearson,NZ,184,31,8,11,7,4,1,2,31,2,1,SA,Lord's,ODI,2024-08-22
177,James Love,SA,601,109,46,3,4,3,1,1,65,2,0,ENG,Lord's,T20,2024-01-24
178,Melissa Miller,AUS,389,2,89,18,7,4,9,1,17,1,2,PAK,Sydney,ODI,2023-10-17
179,Joseph Buck,NZ,28,148,78,19,4,0,5,0,68,2,2,IND,Sydney,Test,2024-02-07
180,Micheal Smith,PAK,392,102,103,13,7,4,8,1,72,3,0,IND,Cape Town,Test,2024-06-19
181,Erik Ross,PAK,524,2,19,0,4,2,2,2,70,1,1,ENG,Sydney,T20,2024-01-09
182,Donald Buchanan,NZ,416,76,45,12,5,0,8,1,97,4,0,AUS,Sydney,ODI,2024-06-19
183,Matthew Murphy,NZ,471,142,65,5,6,1,6,0,29,1,2,NZ,Lord's,ODI,2024-01-09
184,Amber Miles,PAK,313,15,106,6,6,3,8,2,10,1,1,ENG,Sydney,T20,2024-08-23
185,Joseph Sims,AUS,713,57,70,4,6,1,0,1,36,4,0,NZ,Karachi,T20,2023-10-17
186,Justin Lopez,NZ,24,109,92,9,0,4,5,2,11,2,1,SA,Lord's,Test,2023-10-23
187,Jason Morris,NZ,35,107,66,13,6,0,7,2,79,3,0,SA,Cape Town,T20,2024-07-19
188,Kayla Russell,NZ,770,137,23,0,6,4,2,0,20,1,2,PAK,Mumbai,Test,2023-11-05
189,Sheila Brown,PAK,934,130,104,4,7,0,9,0,57,4,2,NZ,Karachi,T20,2024-04-20
190,Kelly Santos,ENG,931,129,68,14,3,3,5,1,34,0,1,AUS,Lord's,ODI,2023-12-10
191,Ralph Compton,NZ,741,131,112,13,8,2,3,2,43,0,1,SA,Mumbai,T20,2023-12-15
192,Monica Martinez,NZ,802,138,23,13,6,1,9,2,35,4,2,ENG,Karachi,ODI,2023-09-23
193,Brittany Goodwin,PAK,169,100,91,15,3,2,0,1,10,4,2,AUS,Lord's,Test,2023-10-29
194,Meghan Hopkins,ENG,909,65,23,12,4,0,6,2,20,4,0,SA,Cape Town,Test,2024-01-24
195,Richard Cortez,ENG,228,96,109,12,8,4,7,0,4,4,1,ENG,Sydney,Test,2024-08-26
196,Gregory Francis,IND,804,20,71,1,4,4,6,2,91,1,1,PAK,Karachi,ODI,2023-09-29
197,Travis Stokes,SA,810,23,11,2,2,0,5,1,46,2,0,SA,Cape Town,Test,2023-12-09
198,Victoria Martinez MD,SA,798,129,104,4,5,4,7,1,19,3,2,NZ,Karachi,ODI,2023-10-10
199,Stephanie Diaz,PAK,973,136,117,12,8,3,1,1,75,4,2,AUS,Lord's,T20,2024-04-23
200,Rebecca Peterson,NZ,978,57,108,17,5,1,1,1,7,3,1,IND,Cape Town,Test,2024-05-25
201,Maria Olson,ENG,668,135,80,0,6,4,2,2,51,1,1,NZ,Lord's,Test,2024-04-19
202,Jeffrey Meyer,IND,285,120,56,10,4,2,9,1,58,0,0,PAK,Karachi,T20,2023-09-04
203,Courtney Johnson,ENG,683,40,26,7,2,2,8,0,40,2,0,IND,Cape Town,T20,2024-06-14
204,Ethan Glenn,IND,176,144,2,2,3,1,0,1,1,3,0,PAK,Mumbai,Test,2024-02-15
205,Brian Hicks,NZ,886,91,20,16,1,3,5,2,64,1,1,PAK,Mumbai,Test,2024-06-25
206,Margaret Aguirre,PAK,496,111,41,16,4,4,4,2,35,0,1,IND,Cape Town,Test,2023-08-30
207,Rebecca Humphrey,ENG,416,44,20,14,6,3,2,1,4,3,1,ENG,Lord's,ODI,2024-04-09
208,Pamela Espinoza,IND,303,96,23,9,1,4,3,2,39,2,1,AUS,Mumbai,Test,2024-06-06
209,Cynthia Jennings,SA,114,38,82,7,6,4,8,1,67,3,0,IND,Karachi,ODI,2024-05-24
210,Jack Moon,NZ,450,73,72,11,7,2,0,0,88,4,1,AUS,Cape Town,Test,2024-01-25
211,Leslie Daniel,AUS,525,139,85,11,4,1,9,2,26,0,1,ENG,Lord's,T20,2024-01-11
212,Peter Johnson,ENG,470,50,97,7,5,1,2,1,18,3,0,NZ,Mumbai,Test,2024-02-04
213,Michelle White,AUS,206,139,18,17,6,1,7,2,68,0,0,ENG,Karachi,Test,2024-01-04
214,Michael Moore,ENG,29,18,17,17,8,0,2,0,80,0,2,ENG,Mumbai,T20,2024-03-11
215,Krystal Tran,IND,479,47,72,1,9,0,0,0,43,2,0,SA,Karachi,T20,2024-01-21
216,Cynthia Pace,ENG,780,33,39,2,7,3,8,1,42,4,2,ENG,Lord's,T20,2024-03-17
217,Samantha Davis,NZ,566,86,69,14,9,0,4,1,2,2,0,SA,Mumbai,Test,2024-08-19
218,Jocelyn Jones,PAK,473,17,96,9,3,1,3,0,82,0,2,IND,Karachi,Test,2023-11-23
219,Michael Herrera,AUS,443,131,70,7,9,1,5,0,27,2,0,IND,Cape Town,Test,2024-02-28
220,Mrs. Rebecca Long DDS,IND,828,40,55,15,9,0,3,0,70,0,0,IND,Sydney,ODI,2024-03-28
221,Holly Hayden,NZ,184,79,59,6,0,2,9,1,81,3,0,IND,Sydney,Test,2024-04-29
222,Mr. Justin Lane,ENG,179,95,12,6,1,0,6,1,55,0,2,NZ,Mumbai,Test,2024-02-01
223,John Neal,AUS,630,49,117,4,0,0,8,1,36,1,2,AUS,Sydney,T20,2023-08-31
224,Taylor Scott,ENG,487,20,69,15,3,4,1,0,52,1,1,NZ,Sydney,Test,2024-02-02
225,Mrs. Tiffany Sutton,ENG,53,114,84,14,1,4,4,1,54,4,2,IND,Karachi,T20,2024-02-29
226,Charles Morrison,SA,579,119,82,15,3,3,5,0,17,3,2,AUS,Sydney,ODI,2024-01-07
227,Yvonne Michael,AUS,769,147,56,8,1,3,7,2,78,0,2,ENG,Karachi,ODI,2023-11-04
228,John Ali,PAK,887,115,82,10,3,3,2,2,50,1,1,AUS,Cape Town,Test,2024-01-12
229,Penny Meadows,AUS,968,85,89,7,9,2,4,0,45,1,1,SA,Cape Town,ODI,2023-09-09
230,Denise Schneider,IND,416,57,113,9,1,4,2,2,81,1,2,SA,Lord's,Test,2024-07-08
231,Dustin Williams,AUS,572,48,17,6,1,0,5,2,43,2,0,NZ,Mumbai,Test,2024-06-22
232,Sheila Jackson,PAK,914,16,33,2,5,1,7,0,3,1,1,ENG,Mumbai,T20,2023-09-22
233,James Warner,NZ,630,21,87,5,1,4,2,1,64,0,0,ENG,Sydney,ODI,2024-08-13
234,Brittany Green,NZ,60,101,54,5,1,1,5,1,78,2,2,AUS,Mumbai,Test,2024-04-23
235,Jamie Gonzalez,PAK,43,25,116,0,5,0,3,0,84,0,0,IND,Lord's,T20,2024-01-21
236,Jason Marshall,PAK,771,21,83,13,4,3,3,1,40,2,0,SA,Mumbai,Test,2023-09-23
237,Dana Kim,IND,222,83,0,10,1,0,0,0,72,1,1,ENG,Cape Town,T20,2023-12-30
238,Amber Gonzalez,ENG,31,5,13,9,9,1,9,2,98,2,0,IND,Lord's,T20,2023-09-18
239,William Ballard,ENG,458,29,104,1,5,3,0,2,95,3,0,PAK,Cape Town,T20,2024-07-18
240,Rebecca Herrera,AUS,285,62,7,4,7,0,8,0,73,0,2,AUS,Cape Town,T20,2023-09-24
241,Kristen Lee PhD,IND,195,83,42,19,6,0,9,0,74,3,1,SA,Lord's,T20,2024-02-17
242,Jason Castillo,IND,592,97,85,4,2,0,1,2,4,3,2,ENG,Sydney,Test,2024-07-26
243,Frank Anderson,SA,542,30,26,2,9,0,7,1,32,0,1,ENG,Cape Town,ODI,2024-08-15
244,Mr. Jesse Stevens DDS,ENG,323,18,36,7,8,1,8,2,3,2,2,ENG,Karachi,Test,2023-11-14
245,Maria Perez,PAK,828,29,31,5,6,2,0,2,69,1,1,ENG,Lord's,ODI,2024-03-24
246,Kathryn Young,NZ,565,63,42,7,3,1,8,0,45,2,1,IND,Cape Town,Test,2024-08-08
247,Mckenzie Ortiz,PAK,985,136,29,11,8,3,2,0,67,0,1,PAK,Mumbai,Test,2024-07-12
248,Amy Gonzales,PAK,701,6,95,19,5,2,9,1,48,2,0,SA,Cape Town,Test,2023-12-11
